,RG,Sample,Chromosome,Start,End,Length.bp.,NumberofMarkers,Quality,Cummulative,Bold
21918,RG,SRR12009568_Tehran,chr7,37739929,38209825,469897,1854,88,148682244,yes
19024,RG,SRR12009568_Tehran,chr16,29712697,30184553,471857,3758,98.1,149154101,yes
21270,RG,SRR12009568_Tehran,chr3,35225800,35699214,473415,1635,94,149627516,yes
18587,RG,SRR12009568_Tehran,chr11,38406236,38884099,477864,2638,97.9,150105380,yes
19214,RG,SRR12009568_Tehran,chr18,2703824,3195321,491498,2781,83.4,150596878,yes
20868,RG,SRR12009568_Tehran,chr33,15806750,16304352,497603,3847,97.8,151094481,yes
19159,RG,SRR12009568_Tehran,chr17,36118238,36621450,503213,2936,98,151597694,yes
21814,RG,SRR12009568_Tehran,chr6,67303234,67816530,513297,3997,98.2,152110991,yes
21643,RG,SRR12009568_Tehran,chr5,54603895,55118976,515082,2695,97.6,152626073,yes
18745,RG,SRR12009568_Tehran,chr12,53325165,53844700,519536,3547,97.6,153145609,yes
18682,RG,SRR12009568_Tehran,chr12,17554965,18075431,520467,4518,98.1,153666076,yes
18774,RG,SRR12009568_Tehran,chr12,66147506,66676931,529426,3525,97.6,154195502,yes
21239,RG,SRR12009568_Tehran,chr3,20161665,20695231,533567,2737,97.7,154729069,yes
19821,RG,SRR12009568_Tehran,chr22,6222016,6760208,538193,1785,96.7,155267262,yes
19690,RG,SRR12009568_Tehran,chr20,33903247,34454464,551218,1885,90.7,155818480,yes
20889,RG,SRR12009568_Tehran,chr34,153876,707001,553126,1764,94,156371606,yes
19645,RG,SRR12009568_Tehran,chr20,1601435,2155489,554055,1636,95.5,156925661,yes
18816,RG,SRR12009568_Tehran,chr14,16476826,17032853,556028,2710,97.6,157481689,yes
19215,RG,SRR12009568_Tehran,chr18,5345795,5908305,562511,3023,97.6,158044200,yes
20494,RG,SRR12009568_Tehran,chr2,465261,1028357,563097,1511,96,158607297,yes
19867,RG,SRR12009568_Tehran,chr22,31237011,31809061,572051,4912,97.4,159179348,yes
19442,RG,SRR12009568_Tehran,chr1,15858588,16435899,577312,4339,96.9,159756660,yes
21756,RG,SRR12009568_Tehran,chr6,29245918,29823235,577318,3093,97.7,160333978,yes
20010,RG,SRR12009568_Tehran,chr24,799736,1391940,592205,2217,94.4,160926183,yes
20810,RG,SRR12009568_Tehran,chr32,26777846,27372753,594908,3886,98.2,161521091,yes
20932,RG,SRR12009568_Tehran,chr34,26173329,26771032,597704,3180,97.8,162118795,yes
19956,RG,SRR12009568_Tehran,chr23,23388315,23988535,600221,3817,97.7,162719016,yes
21921,RG,SRR12009568_Tehran,chr7,40145334,40746496,601163,4378,98.3,163320179,yes
20562,RG,SRR12009568_Tehran,chr2,46174513,46777668,603156,2206,96.3,163923335,yes
18799,RG,SRR12009568_Tehran,chr14,8923099,9530539,607441,2178,92.1,164530776,yes
20052,RG,SRR12009568_Tehran,chr24,24413053,25029267,616215,3202,95.6,165146991,yes
20211,RG,SRR12009568_Tehran,chr26,9470277,10091152,620876,1898,93.7,165767867,yes
21771,RG,SRR12009568_Tehran,chr6,39286717,39927776,641060,3107,98,166408927,yes
18523,RG,SRR12009568_Tehran,chr11,1901260,2551761,650502,1283,83.5,167059429,yes
19249,RG,SRR12009568_Tehran,chr18,21013133,21665733,652601,3946,98.1,167712030,yes
19185,RG,SRR12009568_Tehran,chr17,51337600,51994339,656740,4065,98.2,168368770,yes
21964,RG,SRR12009568_Tehran,chr7,66095987,66753869,657883,3056,98.2,169026653,yes
20469,RG,SRR12009568_Tehran,chr29,23880801,24542606,661806,4336,97.9,169688459,yes
21920,RG,SRR12009568_Tehran,chr7,39059425,39735450,676026,3595,98.2,170364485,yes
20690,RG,SRR12009568_Tehran,chr31,2867392,3564860,697469,4087,97.9,171061954,yes
19498,RG,SRR12009568_Tehran,chr1,50737024,51445497,708474,3886,98.1,171770428,yes
20799,RG,SRR12009568_Tehran,chr32,22068639,22781457,712819,5619,98.4,172483247,yes
18529,RG,SRR12009568_Tehran,chr11,5489375,6206201,716827,3334,94.6,173200074,yes
22023,RG,SRR12009568_Tehran,chr8,21843864,22560749,716886,4357,98.2,173916960,yes
18791,RG,SRR12009568_Tehran,chr14,2967305,3685640,718336,3584,97.8,174635296,yes
20134,RG,SRR12009568_Tehran,chr25,25459195,26184169,724975,5263,98.4,175360271,yes
18797,RG,SRR12009568_Tehran,chr14,6326463,7059919,733457,2523,97.1,176093728,yes
19693,RG,SRR12009568_Tehran,chr20,37959973,38708656,748684,2209,98.1,176842412,yes
21235,RG,SRR12009568_Tehran,chr3,18489902,19256773,766872,2231,96.7,177609284,yes
21098,RG,SRR12009568_Tehran,chr37,3242084,4017373,775290,6120,98.4,178384574,yes
19781,RG,SRR12009568_Tehran,chr21,32993171,33768659,775489,3148,97.9,179160063,yes
21381,RG,SRR12009568_Tehran,chr4,1451740,2227403,775664,2697,97,179935727,yes
20479,RG,SRR12009568_Tehran,chr29,28839911,29621185,781275,5215,98.4,180717002,yes
20814,RG,SRR12009568_Tehran,chr32,28840227,29626246,786020,4873,97.9,181503022,yes
19416,RG,SRR12009568_Tehran,chr1,566058,1374167,808110,4091,97.3,182311132,yes
19163,RG,SRR12009568_Tehran,chr17,38474784,39326315,851532,4627,98.5,183162664,yes
18790,RG,SRR12009568_Tehran,chr14,1368374,2233226,864853,6884,97.5,184027517,yes
20651,RG,SRR12009568_Tehran,chr30,19993525,20953601,960077,5056,98.2,184987594,yes
19860,RG,SRR12009568_Tehran,chr22,25731873,26707098,975226,5504,98.4,185962820,yes
21623,RG,SRR12009568_Tehran,chr5,37809252,38798314,989063,6262,98.5,186951883,yes
22024,RG,SRR12009568_Tehran,chr8,22674700,23672796,998097,7285,98.5,187949980,yes
19816,RG,SRR12009568_Tehran,chr22,1911123,2925034,1013912,2933,84,188963892,yes
18668,RG,SRR12009568_Tehran,chr12,6757863,7800381,1042519,4168,97.9,190006411,yes
18393,RG,SRR12009568_Tehran,chr10,24720,1067335,1042616,3063,93.8,191049027,yes
19418,RG,SRR12009568_Tehran,chr1,2167899,3249164,1081266,5373,98.4,192130293,yes
20414,RG,SRR12009568_Tehran,chr28,37744821,38851405,1106585,12459,98.8,193236878,yes
19655,RG,SRR12009568_Tehran,chr20,11261129,12401684,1140556,7267,97.9,194377434,yes
21322,RG,SRR12009568_Tehran,chr3,60942458,62120709,1178252,5788,98.5,195555686,yes
18752,RG,SRR12009568_Tehran,chr12,58279323,59475397,1196075,7420,98.6,196751761,yes
18865,RG,SRR12009568_Tehran,chr14,56763500,57959730,1196231,11146,98.7,197947992,yes
21250,RG,SRR12009568_Tehran,chr3,24704763,25928459,1223697,6226,98.4,199171689,yes
18971,RG,SRR12009568_Tehran,chr16,1736971,3057536,1320566,5422,98.5,200492255,yes
18892,RG,SRR12009568_Tehran,chr15,17384156,18709792,1325637,8143,98.7,201817892,yes
19250,RG,SRR12009568_Tehran,chr18,21666131,23006363,1340233,8699,97.5,203158125,yes
19999,RG,SRR12009568_Tehran,chr23,47267745,48625526,1357782,10998,98.7,204515907,yes
19124,RG,SRR12009568_Tehran,chr17,15737550,17199748,1462199,9247,98.4,205978106,yes
21690,RG,SRR12009568_Tehran,chr5,80784155,82326721,1542567,6280,98.6,207520673,yes
20604,RG,SRR12009568_Tehran,chr2,75945589,77679660,1734072,11015,98.6,209254745,yes
20972,RG,SRR12009568_Tehran,chr35,2306805,4098934,1792130,14820,98.8,211046875,yes
19597,RG,SRR12009568_Tehran,chr1,100304818,102106451,1801634,4861,98.5,212848509,yes
20901,RG,SRR12009568_Tehran,chr34,6877818,8862165,1984348,14953,98.6,214832857,yes
19272,RG,SRR12009568_Tehran,chr18,33150127,35324159,2174033,14611,98.8,217006890,yes
19314,RG,SRR12009568_Tehran,chr19,888,2228846,2227959,9554,98.7,219234849,yes
19123,RG,SRR12009568_Tehran,chr17,13451787,15737161,2285375,14712,98.7,221520224,yes
21622,RG,SRR12009568_Tehran,chr5,35326442,37806142,2479701,14659,98.8,223999925,yes
21367,RG,SRR12009568_Tehran,chr3,84449922,87039004,2589083,22246,98.9,226589008,yes
21208,RG,SRR12009568_Tehran,chr3,1446853,4178519,2731667,9816,97.5,229320675,yes
19303,RG,SRR12009568_Tehran,chr18,49150277,52151662,3001386,15229,98.8,232322061,yes
22017,RG,SRR12009568_Tehran,chr8,16857107,19898686,3041580,20789,98.9,235363641,yes
21436,RG,SRR12009568_Tehran,chr4,35165014,38209841,3044828,16128,98.4,238408469,yes
18893,RG,SRR12009568_Tehran,chr15,18711374,21928294,3216921,16465,98.8,241625390,yes
18888,RG,SRR12009568_Tehran,chr15,9903611,13273414,3369804,15431,98.5,244995194,yes
22046,RG,SRR12009568_Tehran,chr8,34666833,38227300,3560468,16971,98.6,248555662,yes
21434,RG,SRR12009568_Tehran,chr4,31362607,34941205,3578599,28227,98.7,252134261,yes
22158,RG,SRR12009568_Tehran,chr9,42335226,45982943,3647718,17143,98.4,255781979,yes
18889,RG,SRR12009568_Tehran,chr15,13275687,17102957,3827271,16288,98.9,259609250,yes
18875,RG,SRR12009568_Tehran,chr15,198830,4378770,4179941,12143,98.7,263789191,yes
21714,RG,SRR12009568_Tehran,chr6,787909,5531419,4743511,16879,98.6,268532702,yes
22118,RG,SRR12009568_Tehran,chr9,725,6795539,6794815,42123,99,275327517,yes
18894,RG,SRR12009568_Tehran,chr15,21929469,29815191,7885723,48586,98.9,283213240,yes
18862,RG,SRR12009568_Tehran,chr14,47171560,55992025,8820466,60126,98.9,292033706,yes
,,SRR12009568_Tehran,,,,70531499,,100,292033706,yes
28449,RG,SRR13985171_Indianwolf,chr5,47855025,47955041,100017,737,84.4,100017,yes
27292,RG,SRR13985171_Indianwolf,chr35,2645811,2745845,100035,566,92.4,200052,yes
25269,RG,SRR13985171_Indianwolf,chr24,19154153,19254289,100137,695,95.1,300189,yes
23416,RG,SRR13985171_Indianwolf,chr16,32471876,32572042,100167,834,93.6,400356,yes
25609,RG,SRR13985171_Indianwolf,chr26,8780686,8880862,100177,276,88.4,500533,yes
23648,RG,SRR13985171_Indianwolf,chr17,35202629,35302837,100209,902,94.1,600742,yes
25100,RG,SRR13985171_Indianwolf,chr23,21789346,21889621,100276,633,86.8,701018,yes
28927,RG,SRR13985171_Indianwolf,chr7,32542392,32642727,100336,509,87.4,801354,yes
28106,RG,SRR13985171_Indianwolf,chr4,41566250,41666593,100344,774,91,901698,yes
23549,RG,SRR13985171_Indianwolf,chr17,5609587,5709969,100383,739,95.2,1002081,yes
23785,RG,SRR13985171_Indianwolf,chr18,6648635,6749075,100441,625,95.6,1102522,yes
27187,RG,SRR13985171_Indianwolf,chr34,11183609,11284050,100442,919,92.7,1202964,yes
28095,RG,SRR13985171_Indianwolf,chr4,38071747,38172192,100446,721,93.9,1303410,yes
28063,RG,SRR13985171_Indianwolf,chr4,30001612,30102058,100447,623,93,1403857,yes
23501,RG,SRR13985171_Indianwolf,chr16,51266372,51366948,100577,841,95.5,1504434,yes
27813,RG,SRR13985171_Indianwolf,chr3,37584936,37685611,100676,543,88.5,1605110,yes
26548,RG,SRR13985171_Indianwolf,chr30,12050285,12151051,100767,673,94.6,1705877,yes
28387,RG,SRR13985171_Indianwolf,chr5,23931958,24032870,100913,756,91,1806790,yes
26679,RG,SRR13985171_Indianwolf,chr31,7174321,7275301,100981,883,87.5,1907771,yes
29008,RG,SRR13985171_Indianwolf,chr7,61625853,61726867,101015,683,82.9,2008786,yes
22319,RG,SRR13985171_Indianwolf,chr10,43713075,43814110,101036,625,71.1,2109822,yes
28367,RG,SRR13985171_Indianwolf,chr5,19346937,19448003,101067,739,94.7,2210889,yes
24883,RG,SRR13985171_Indianwolf,chr22,13078723,13179790,101068,545,88.7,2311957,yes
26173,RG,SRR13985171_Indianwolf,chr29,28488834,28590008,101175,652,60.4,2413132,yes
24083,RG,SRR13985171_Indianwolf,chr19,42988088,43089270,101183,991,95.6,2514315,yes
26140,RG,SRR13985171_Indianwolf,chr29,20298601,20399810,101210,739,93.5,2615525,yes
28730,RG,SRR13985171_Indianwolf,chr6,50475139,50576387,101249,806,93,2716774,yes
27413,RG,SRR13985171_Indianwolf,chr36,3210483,3311815,101333,715,91.3,2818107,yes
27153,RG,SRR13985171_Indianwolf,chr33,30784846,30886261,101416,1363,87.6,2919523,yes
28083,RG,SRR13985171_Indianwolf,chr4,35033037,35134525,101489,945,95.2,3021012,yes
22312,RG,SRR13985171_Indianwolf,chr10,41740630,41842139,101510,872,96.3,3122522,yes
23573,RG,SRR13985171_Indianwolf,chr17,14240091,14341624,101534,659,90.7,3224056,yes
26964,RG,SRR13985171_Indianwolf,chr32,26233062,26334618,101557,816,94.7,3325613,yes
28013,RG,SRR13985171_Indianwolf,chr3,91419904,91521477,101574,812,90.1,3427187,yes
29208,RG,SRR13985171_Indianwolf,chr8,52283797,52385431,101635,846,95.5,3528822,yes
24360,RG,SRR13985171_Indianwolf,chr1,63992872,64094553,101682,591,90.2,3630504,yes
26830,RG,SRR13985171_Indianwolf,chr31,36470987,36572700,101714,1519,95.3,3732218,yes
23435,RG,SRR13985171_Indianwolf,chr16,36755753,36857521,101769,562,93.1,3833987,yes
23534,RG,SRR13985171_Indianwolf,chr16,56399218,56501042,101825,1048,95.7,3935812,yes
26957,RG,SRR13985171_Indianwolf,chr32,25275935,25377765,101831,711,92.8,4037643,yes
24718,RG,SRR13985171_Indianwolf,chr21,16118381,16220268,101888,466,88.4,4139531,yes
27919,RG,SRR13985171_Indianwolf,chr3,76193406,76295444,102039,841,93.7,4241570,yes
29151,RG,SRR13985171_Indianwolf,chr8,26960687,27062730,102044,450,94.3,4343614,yes
27799,RG,SRR13985171_Indianwolf,chr3,29890586,29992672,102087,488,85.7,4445701,yes
27132,RG,SRR13985171_Indianwolf,chr33,26265954,26368090,102137,780,93.7,4547838,yes
28172,RG,SRR13985171_Indianwolf,chr4,58116833,58219102,102270,619,71.5,4650108,yes
27832,RG,SRR13985171_Indianwolf,chr3,43577848,43680127,102280,586,90.1,4752388,yes
27412,RG,SRR13985171_Indianwolf,chr36,2995448,3097750,102303,743,91.3,4854691,yes
29367,RG,SRR13985171_Indianwolf,chr9,27990264,28092624,102361,677,94.6,4957052,yes
27269,RG,SRR13985171_Indianwolf,chr34,40875908,40978293,102386,1407,95.8,5059438,yes
24544,RG,SRR13985171_Indianwolf,chr20,19482186,19584588,102403,852,95.7,5161841,yes
24446,RG,SRR13985171_Indianwolf,chr1,97944345,98046828,102484,629,93.5,5264325,yes
22637,RG,SRR13985171_Indianwolf,chr11,70635966,70738452,102487,1146,81.5,5366812,yes
26787,RG,SRR13985171_Indianwolf,chr31,29682203,29784743,102541,915,81.7,5469353,yes
28715,RG,SRR13985171_Indianwolf,chr6,45223973,45326524,102552,745,93.8,5571905,yes
24321,RG,SRR13985171_Indianwolf,chr1,53639874,53742491,102618,753,95.1,5674523,yes
24391,RG,SRR13985171_Indianwolf,chr1,80866116,80968779,102664,434,91.8,5777187,yes
25066,RG,SRR13985171_Indianwolf,chr23,9593166,9695859,102694,908,95.5,5879881,yes
23952,RG,SRR13985171_Indianwolf,chr19,9487573,9590268,102696,713,95.9,5982577,yes
29429,RG,SRR13985171_Indianwolf,chr9,52326330,52429028,102699,1046,96.5,6085276,yes
24261,RG,SRR13985171_Indianwolf,chr1,35579331,35682114,102784,671,83.6,6188060,yes
22982,RG,SRR13985171_Indianwolf,chr14,28510446,28613280,102835,781,92.4,6290895,yes
26464,RG,SRR13985171_Indianwolf,chr2,71978419,72081264,102846,427,89.5,6393741,yes
28533,RG,SRR13985171_Indianwolf,chr5,68754134,68857051,102918,688,91.6,6496659,yes
24158,RG,SRR13985171_Indianwolf,chr1,9089402,9192407,103006,614,77.2,6599665,yes
23221,RG,SRR13985171_Indianwolf,chr15,42559041,42662126,103086,554,94.5,6702751,yes
22868,RG,SRR13985171_Indianwolf,chr12,63821211,63924503,103293,788,90.8,6806044,yes
27647,RG,SRR13985171_Indianwolf,chr38,5122372,5225666,103295,903,95,6909339,yes
27078,RG,SRR13985171_Indianwolf,chr33,12783878,12887180,103303,749,87,7012642,yes
26732,RG,SRR13985171_Indianwolf,chr31,18070019,18173381,103363,1070,88.2,7116005,yes
25037,RG,SRR13985171_Indianwolf,chr22,59959660,60063027,103368,1115,94.5,7219373,yes
24246,RG,SRR13985171_Indianwolf,chr1,31121573,31225092,103520,330,90.2,7322893,yes
29370,RG,SRR13985171_Indianwolf,chr9,28408856,28512427,103572,726,95.1,7426465,yes
26012,RG,SRR13985171_Indianwolf,chr28,30459169,30562765,103597,964,95.7,7530062,yes
26241,RG,SRR13985171_Indianwolf,chr29,41190058,41293681,103624,1439,96.7,7633686,yes
23908,RG,SRR13985171_Indianwolf,chr18,47569197,47672859,103663,1221,94.8,7737349,yes
27897,RG,SRR13985171_Indianwolf,chr3,62039972,62143649,103678,332,86.8,7841027,yes
27408,RG,SRR13985171_Indianwolf,chr36,1963775,2067478,103704,513,89.3,7944731,yes
22310,RG,SRR13985171_Indianwolf,chr10,41326658,41430431,103774,462,82.1,8048505,yes
27481,RG,SRR13985171_Indianwolf,chr36,26440662,26544451,103790,955,94.5,8152295,yes
27528,RG,SRR13985171_Indianwolf,chr37,9894852,9998810,103959,461,86.9,8256254,yes
28408,RG,SRR13985171_Indianwolf,chr5,29816288,29920266,103979,662,91.2,8360233,yes
27653,RG,SRR13985171_Indianwolf,chr38,6280131,6384122,103992,887,95.6,8464225,yes
23406,RG,SRR13985171_Indianwolf,chr16,29988600,30092600,104001,961,95.6,8568226,yes
23737,RG,SRR13985171_Indianwolf,chr17,55588097,55692097,104001,1013,94.8,8672227,yes
28010,RG,SRR13985171_Indianwolf,chr3,91011676,91115684,104009,1126,97.1,8776236,yes
23259,RG,SRR13985171_Indianwolf,chr15,53266456,53370716,104261,1078,91,8880497,yes
22981,RG,SRR13985171_Indianwolf,chr14,28328923,28433184,104262,747,83.7,8984759,yes
24375,RG,SRR13985171_Indianwolf,chr1,69357235,69461520,104286,579,23.1,9089045,yes
27104,RG,SRR13985171_Indianwolf,chr33,18004607,18108902,104296,450,92.7,9193341,yes
25580,RG,SRR13985171_Indianwolf,chr26,1740570,1844872,104303,600,90.7,9297644,yes
22643,RG,SRR13985171_Indianwolf,chr11,71590725,71695045,104321,942,95,9401965,yes
28185,RG,SRR13985171_Indianwolf,chr4,60774534,60878854,104321,749,93,9506286,yes
27540,RG,SRR13985171_Indianwolf,chr37,13824615,13928961,104347,746,91.7,9610633,yes
22489,RG,SRR13985171_Indianwolf,chr11,26067381,26171769,104389,389,92.2,9715022,yes
23485,RG,SRR13985171_Indianwolf,chr16,48358665,48463054,104390,824,93.5,9819412,yes
26469,RG,SRR13985171_Indianwolf,chr2,72816141,72920548,104408,428,93.1,9923820,yes
28444,RG,SRR13985171_Indianwolf,chr5,45020311,45124781,104471,583,92.2,10028291,yes
24795,RG,SRR13985171_Indianwolf,chr21,35694337,35798910,104574,963,96,10132865,yes
26863,RG,SRR13985171_Indianwolf,chr32,2513475,2618056,104582,1048,95.9,10237447,yes
22567,RG,SRR13985171_Indianwolf,chr11,54327373,54431988,104616,442,93,10342063,yes
29355,RG,SRR13985171_Indianwolf,chr9,24726959,24831577,104619,559,94.7,10446682,yes
24614,RG,SRR13985171_Indianwolf,chr20,36474008,36578728,104721,540,89.5,10551403,yes
25908,RG,SRR13985171_Indianwolf,chr27,39283042,39387783,104742,785,92.9,10656145,yes
26344,RG,SRR13985171_Indianwolf,chr2,26763345,26868095,104751,802,94.8,10760896,yes
25677,RG,SRR13985171_Indianwolf,chr26,25853614,25958422,104809,4521,98.5,10865705,yes
23178,RG,SRR13985171_Indianwolf,chr15,28788125,28892941,104817,787,94.1,10970522,yes
25349,RG,SRR13985171_Indianwolf,chr24,37406323,37511171,104849,941,95.3,11075371,yes
26895,RG,SRR13985171_Indianwolf,chr32,8151145,8255994,104850,869,95.3,11180221,yes
23976,RG,SRR13985171_Indianwolf,chr19,15985179,16090034,104856,671,93.4,11285077,yes
25868,RG,SRR13985171_Indianwolf,chr27,31413313,31518233,104921,722,94.4,11389998,yes
26589,RG,SRR13985171_Indianwolf,chr30,26197739,26302692,104954,822,86,11494952,yes
25690,RG,SRR13985171_Indianwolf,chr26,30836188,30941150,104963,493,84.2,11599915,yes
27985,RG,SRR13985171_Indianwolf,chr3,87524374,87629349,104976,1013,95.1,11704891,yes
28854,RG,SRR13985171_Indianwolf,chr7,13583273,13688288,105016,360,88.2,11809907,yes
23818,RG,SRR13985171_Indianwolf,chr18,20594091,20699183,105093,695,94,11915000,yes
29374,RG,SRR13985171_Indianwolf,chr9,29805743,29910860,105118,969,95.9,12020118,yes
24197,RG,SRR13985171_Indianwolf,chr1,19287735,19392874,105140,585,90.5,12125258,yes
29060,RG,SRR13985171_Indianwolf,chr7,73224469,73329616,105148,675,95.1,12230406,yes
23730,RG,SRR13985171_Indianwolf,chr17,54399594,54505063,105470,901,96.1,12335876,yes
24098,RG,SRR13985171_Indianwolf,chr19,46529006,46634519,105514,548,85.6,12441390,yes
27603,RG,SRR13985171_Indianwolf,chr37,26898051,27003617,105567,952,95.3,12546957,yes
28654,RG,SRR13985171_Indianwolf,chr6,25659695,25765287,105593,547,92.3,12652550,yes
29424,RG,SRR13985171_Indianwolf,chr9,51258219,51363897,105679,905,95.1,12758229,yes
25495,RG,SRR13985171_Indianwolf,chr25,35234230,35339937,105708,528,87.9,12863937,yes
29113,RG,SRR13985171_Indianwolf,chr8,9596623,9702341,105719,458,84.5,12969656,yes
29041,RG,SRR13985171_Indianwolf,chr7,68616623,68722379,105757,939,95.6,13075413,yes
22992,RG,SRR13985171_Indianwolf,chr14,31245311,31351085,105775,832,91.1,13181188,yes
23801,RG,SRR13985171_Indianwolf,chr18,13504457,13610264,105808,634,52.2,13286996,yes
28134,RG,SRR13985171_Indianwolf,chr4,49395224,49501125,105902,525,87.8,13392898,yes
28599,RG,SRR13985171_Indianwolf,chr6,8460465,8566521,106057,777,90.8,13498955,yes
27461,RG,SRR13985171_Indianwolf,chr36,22791625,22897768,106144,756,91.8,13605099,yes
25936,RG,SRR13985171_Indianwolf,chr28,10028786,10134984,106199,673,88.1,13711298,yes
29352,RG,SRR13985171_Indianwolf,chr9,24005389,24111593,106205,435,90.9,13817503,yes
23130,RG,SRR13985171_Indianwolf,chr15,12271271,12377523,106253,673,93.9,13923756,yes
28477,RG,SRR13985171_Indianwolf,chr5,53083177,53189443,106267,763,81.1,14030023,yes
28602,RG,SRR13985171_Indianwolf,chr6,9866069,9972350,106282,651,88.8,14136305,yes
27077,RG,SRR13985171_Indianwolf,chr33,12590389,12696772,106384,784,93.8,14242689,yes
27679,RG,SRR13985171_Indianwolf,chr38,10793335,10899833,106499,905,88.5,14349188,yes
29003,RG,SRR13985171_Indianwolf,chr7,60550791,60657316,106526,802,82.2,14455714,yes
26024,RG,SRR13985171_Indianwolf,chr28,33208421,33314998,106578,850,93.3,14562292,yes
23080,RG,SRR13985171_Indianwolf,chr14,54661686,54768295,106610,801,94.8,14668902,yes
22285,RG,SRR13985171_Indianwolf,chr10,35955132,36061846,106715,870,95.9,14775617,yes
22690,RG,SRR13985171_Indianwolf,chr12,11739446,11846186,106741,395,91.8,14882358,yes
23541,RG,SRR13985171_Indianwolf,chr16,58634832,58741636,106805,929,92.5,14989163,yes
23403,RG,SRR13985171_Indianwolf,chr16,29698828,29805677,106850,752,92.2,15096013,yes
29377,RG,SRR13985171_Indianwolf,chr9,30408048,30514933,106886,816,71.1,15202899,yes
27662,RG,SRR13985171_Indianwolf,chr38,7971596,8078499,106904,1068,88.4,15309803,yes
